post_town,part_1_construction_age_band,average_current_energy_efficiency_rating,average_potential_energy_efficiency_rating,average_current_environmental_impact_rating,average_potential_environmental_impact_rating,average_current_emissions_(t.co2/yr),average_potential_reduction_in_emissions_(t.co2/yr),average_potential_savings_in_heating_costs_over_3_years,average_potential_savings_in_hot_water_costs_over_3_years,rank_average_current_emissions_(t.co2/yr),rank_average_current_energy_efficiency_rating,rank_average_potential_energy_efficiency_rating,rank_average_current_environmental_impact_rating,rank_average_potential_environmental_impact_rating,rank_average_potential_reduction_in_emissions_(t.co2/yr),rank_average_potential_savings_in_heating_costs_over_3_years,rank_average_potential_savings_in_hot_water_costs_over_3_years
arrochar,1992-1998,52.67567567567568,79.8108108108108,48.333333333333336,79.02702702702703,6.056756756756757,3.3351351351351353,1085.837837837838,263.6756756756757,348.0,385.0,392.0,1774.0,308.0,144.0,175.0,140.0
beith,1930-1949,60.93478260869565,80.72463768115942,48.666666666666664,78.02173913043478,5.363043478260869,2.497826086956522,902.5434782608696,181.2608695652174,309.0,302.0,374.0,1765.0,332.0,208.0,229.0,241.0
ballater,others,59.92,85.48,76.83333333333333,76.304,9.3736,4.4896,1795.608,257.28,463.0,316.0,180.0,388.0,368.0,77.0,85.0,151.0
st andrews,2008 onwards,67.77095631641086,82.81109799291617,75.28571428571429,80.57260920897285,4.524911452184179,2.041440377804014,745.7851239669421,140.66351829988193,244.0,212.0,290.0,436.0,248.0,258.0,265.0,301.0
dornoch,1984-1991,54.927083333333336,86.02083333333333,51.714285714285715,79.09375,7.996875,4.2,1733.125,256.40625,416.0,371.0,163.0,1678.0,304.0,93.0,93.0,154.0
kinross,2008 onwards,69.14655172413794,84.77011494252874,76.0,83.15229885057471,4.879885057471265,2.132758620689655,704.0431034482758,178.31896551724137,273.0,185.0,207.0,407.0,156.0,244.0,272.0,244.0
appin,2003-2007,57.083333333333336,93.54166666666667,67.0,88.70833333333333,6.116666666666667,3.966666666666667,1025.25,403.75,352.0,352.0,55.0,801.0,88.0,106.0,194.0,51.0
mauchline,1999-2002,62.84403669724771,82.44495412844037,66.0,79.07798165137615,4.798165137614679,2.2504587155963303,697.2247706422019,145.0183486238532,265.0,280.0,310.0,862.0,306.0,231.0,273.0,289.0
strome ferry,1984-1991,54.75,85.75,62.0,91.5,6.275,4.1,928.5,238.5,360.0,372.0,173.0,1158.0,56.0,97.0,222.0,170.0
turriff,others,64.3152709359606,88.00246305418719,81.18181818181819,81.6256157635468,5.82832512315271,3.1549261083743843,1092.2586206896551,208.8768472906404,330.0,263.0,124.0,269.0,204.0,153.0,172.0,205.0
ballater,1950-1964,59.92,85.48,32.25,76.304,9.3736,4.4896,1795.608,257.28,463.0,316.0,180.0,2027.0,368.0,77.0,85.0,151.0
dumbarton,2008 onwards,71.03911342894393,80.63494132985659,81.375,80.53324641460235,3.2468057366362455,1.1555410691003911,386.96479791395046,72.3794002607562,129.0,148.0,376.0,264.0,251.0,376.0,389.0,463.0
fort augustus,2003-2007,70.26388888888889,83.06944444444444,76.05263157894737,83.15277777777777,4.294444444444444,1.4583333333333333,558.875,165.29166666666666,229.0,166.0,274.0,404.0,155.0,328.0,318.0,255.0
fort augustus,2008 onwards,70.26388888888889,83.06944444444444,81.26666666666667,83.15277777777777,4.294444444444444,1.4583333333333333,558.875,165.29166666666666,229.0,166.0,274.0,267.0,155.0,328.0,318.0,255.0
saltcoats,1930-1949,73.66067864271457,84.01397205588822,63.42857142857143,82.24550898203593,2.6467065868263475,0.9241516966067864,397.2874251497006,203.34131736526948,88.0,108.0,230.0,1059.0,184.0,405.0,377.0,211.0
tighnabruaich,1965-1975,44.859375,86.109375,39.9,77.1875,8.6734375,5.0859375,2741.25,425.390625,439.0,425.0,160.0,1934.0,356.0,56.0,29.0,45.0
renfrew,1919-1929,70.55229142185664,80.81668625146887,67.0,80.35840188014102,2.77743830787309,1.0197414806110459,351.53936545240896,111.54994124559342,95.0,160.0,373.0,801.0,260.0,395.0,408.0,352.0
tain,1984-1991,60.77777777777778,85.17241379310344,49.0,77.91187739463602,6.296551724137931,3.1,1020.080459770115,277.4942528735632,361.0,304.0,194.0,1751.0,337.0,159.0,195.0,130.0
newcastleton,1950-1964,58.98039215686274,82.17647058823529,58.333333333333336,81.23529411764706,5.70392156862745,2.9431372549019605,1149.7058823529412,215.1764705882353,324.0,325.0,320.0,1380.0,223.0,170.0,160.0,197.0
roslin,1976-1983,82.33147632311977,88.96100278551532,60.0,90.5292479108635,2.047075208913649,0.8378830083565459,183.6350974930362,96.51810584958217,65.0,67.0,111.0,1289.0,68.0,411.0,460.0,405.0
keith,2008 onwards,62.61377245508982,85.06586826347305,74.66666666666667,82.11676646706587,5.310179640718562,2.752694610778443,923.8832335329341,143.9550898203593,307.0,286.0,196.0,452.0,186.0,186.0,224.0,292.0
cairndow,1950-1964,46.09836065573771,81.45901639344262,34.0,73.75409836065573,8.545901639344262,4.324590163934427,2158.622950819672,466.37704918032784,434.0,418.0,353.0,2006.0,394.0,88.0,54.0,32.0
isle of coll,1984-1991,57.333333333333336,90.33333333333333,35.0,77.83333333333333,9.016666666666666,5.533333333333334,1811.5,435.5,451.0,350.0,81.0,1995.0,339.0,40.0,82.0,39.0
eyemouth,1992-1998,65.15544041450777,82.71502590673575,61.5,80.91709844559585,5.049222797927461,2.496373056994819,1033.2124352331607,174.24870466321244,284.0,251.0,293.0,1193.0,241.0,209.0,191.0,247.0
isle of coll,before 1919,57.333333333333336,90.33333333333333,32.0,77.83333333333333,9.016666666666666,5.533333333333334,1811.5,435.5,451.0,350.0,81.0,2029.0,339.0,40.0,82.0,39.0
penicuik,1930-1949,71.0,82.96026490066225,65.12903225806451,81.59933774834437,3.9036423841059604,1.4533112582781456,353.18046357615896,109.17218543046357,192.0,150.0,284.0,930.0,206.0,330.0,407.0,360.0
golspie,1984-1991,51.63414634146341,83.14634146341463,41.0,77.0,7.45609756097561,3.724390243902439,1589.9268292682927,288.219512195122,403.0,393.0,272.0,1914.0,360.0,123.0,106.0,120.0
greenock,2008 onwards,72.23698069046226,80.42890579286133,81.0,80.91983616149795,2.8177881802223523,0.9159157401989467,379.9467524868344,82.14979520187244,100.0,121.0,383.0,271.0,240.0,406.0,396.0,446.0
tain,1930-1949,60.77777777777778,85.17241379310344,42.333333333333336,77.91187739463602,6.296551724137931,3.1,1020.080459770115,277.4942528735632,361.0,304.0,194.0,1891.0,337.0,159.0,195.0,130.0
orkney,1999-2002,59.82766439909297,93.51927437641723,61.733333333333334,86.51700680272108,6.9800453514739225,4.3678004535147394,1172.2789115646258,319.00680272108843,384.0,318.0,56.0,1177.0,107.0,85.0,156.0,99.0
garve,1950-1964,49.25,93.67857142857143,36.8,86.57142857142857,8.732142857142858,5.2250000000000005,1790.142857142857,335.67857142857144,441.0,407.0,54.0,1977.0,106.0,49.0,86.0,87.0
kelso,1984-1991,65.44864864864864,83.29729729729729,63.8,80.3,4.613513513513514,2.2562162162162163,784.8324324324325,161.44864864864866,250.0,245.0,263.0,1033.0,266.0,228.0,251.0,264.0
annan,1999-2002,67.08108108108108,84.22972972972973,65.57142857142857,81.72972972972973,3.8713963963963964,1.9065315315315314,521.6891891891892,156.5608108108108,186.0,224.0,223.0,893.0,198.0,273.0,332.0,271.0
lybster,1950-1964,55.458333333333336,83.95833333333333,60.5,80.5,8.358333333333333,4.179166666666666,1016.625,227.5,427.0,365.0,235.0,1257.0,253.0,95.0,196.0,184.0
huntly,1984-1991,63.00997506234414,85.86783042394015,63.25,81.42892768079801,5.866583541147132,3.1139650872817954,1107.224438902743,181.4438902743142,335.0,278.0,168.0,1072.0,214.0,157.0,167.0,240.0
isle of islay,before 1919,60.33802816901409,86.19718309859155,30.652173913043477,81.42957746478874,5.6633802816901415,3.3563380281690143,1046.2605633802816,306.65492957746477,321.0,310.0,155.0,2035.0,213.0,141.0,185.0,107.0
menstrie,1950-1964,71.29166666666667,82.60416666666667,68.0,81.45833333333333,3.735416666666667,1.4124999999999999,337.3125,89.0,174.0,140.0,300.0,745.0,211.0,337.0,415.0,427.0
inveraray,2008 onwards,56.43076923076923,90.04615384615384,76.0,83.43076923076923,6.74,3.896923076923077,1725.3692307692309,352.7076923076923,377.0,357.0,87.0,407.0,147.0,112.0,94.0,74.0
newtongrange,others,82.66666666666667,92.33333333333333,83.5,93.16666666666667,2.066666666666667,1.1,-1.0,95.5,67.0,62.0,61.0,210.0,41.0,385.0,505.0,412.0
skelmorlie,1992-1998,73.94059405940594,81.14851485148515,80.66666666666667,82.01980198019803,4.774257425742574,1.6564356435643566,761.2277227722773,52.0990099009901,262.0,104.0,361.0,279.0,189.0,303.0,262.0,479.0
fraserburgh,1992-1998,66.49938195302843,85.67243510506799,68.71428571428571,80.45735475896169,5.207169344870211,2.688504326328801,951.4635352286774,196.73918417799752,300.0,231.0,174.0,700.0,256.0,193.0,214.0,219.0
penpont,before 1919,42.0,86.0,36.0,79.0,6.6,4.5,1992.0,375.0,372.0,432.0,165.0,1989.0,310.0,76.0,61.0,66.0
dalbeattie,2008 onwards,59.43076923076923,83.87692307692308,73.4,79.31794871794872,5.4569230769230765,3.0953846153846154,947.2615384615384,229.2,314.0,321.0,238.0,492.0,300.0,161.0,218.0,181.0
crainlarich,1976-1983,40.57692307692308,101.42307692307692,50.875,87.73076923076923,9.823076923076924,6.203846153846154,3635.653846153846,657.1153846153846,475.0,437.0,33.0,1702.0,95.0,32.0,19.0,14.0
crainlarich,1984-1991,40.57692307692308,101.42307692307692,55.25,87.73076923076923,9.823076923076924,6.203846153846154,3635.653846153846,657.1153846153846,475.0,437.0,33.0,1546.0,95.0,32.0,19.0,14.0
crainlarich,1992-1998,40.57692307692308,101.42307692307692,55.0,87.73076923076923,9.823076923076924,6.203846153846154,3635.653846153846,657.1153846153846,475.0,437.0,33.0,1553.0,95.0,32.0,19.0,14.0
galston,1984-1991,68.03968253968254,82.24603174603175,68.75,81.06349206349206,4.1722222222222225,1.865873015873016,660.547619047619,93.38095238095238,215.0,205.0,318.0,697.0,231.0,279.0,287.0,418.0
lasswade,1965-1975,66.28571428571429,83.36507936507937,65.0,82.3015873015873,4.749206349206349,2.3269841269841267,713.5238095238095,148.95238095238096,258.0,236.0,259.0,939.0,182.0,221.0,269.0,284.0
fortrose,1984-1991,54.298507462686565,79.41791044776119,48.0,73.55223880597015,7.7835820895522385,3.5970149253731343,1442.7761194029852,260.6865671641791,409.0,377.0,398.0,1779.0,395.0,128.0,120.0,145.0
dunoon,1984-1991,60.36605316973415,79.16359918200409,60.608695652173914,75.62985685071574,5.125562372188139,2.317791411042945,1063.478527607362,163.45398773006136,292.0,309.0,404.0,1253.0,375.0,223.0,181.0,261.0
selkirk,1984-1991,57.84274193548387,83.27822580645162,63.0,78.38709677419355,7.080241935483872,3.833870967741935,1404.4475806451612,164.32258064516128,387.0,341.0,267.0,1090.0,327.0,118.0,124.0,259.0
innerleithen,1919-1929,65.33333333333333,82.83783783783784,67.0,81.11711711711712,4.974774774774775,2.3774774774774774,975.3243243243244,127.75675675675676,278.0,246.0,289.0,801.0,230.0,215.0,209.0,326.0
cairndow,1930-1949,46.09836065573771,81.45901639344262,30.75,73.75409836065573,8.545901639344262,4.324590163934427,2158.622950819672,466.37704918032784,434.0,418.0,353.0,2034.0,394.0,88.0,54.0,32.0
maybole,1930-1949,63.76975945017182,82.38487972508591,61.25,80.26460481099656,4.585567010309279,2.252233676975945,803.1958762886597,182.68041237113403,248.0,270.0,313.0,1212.0,268.0,229.0,248.0,237.0
ballindalloch,before 1919,51.37096774193548,89.0,44.193548387096776,83.2258064516129,8.456451612903225,4.991935483870968,1548.9193548387098,289.69354838709677,431.0,397.0,109.0,1861.0,150.0,59.0,109.0,118.0
cowdenbeath,1992-1998,71.09189189189189,82.76216216216216,66.0,81.95135135135135,3.5745945945945943,1.432972972972973,405.93243243243245,95.74864864864865,164.0,146.0,291.0,862.0,193.0,334.0,369.0,408.0
symington,2008 onwards,73.0,80.0,94.0,91.0,2.7,0.95,-1.5,133.5,90.0,113.0,389.0,11.0,62.0,402.0,506.0,315.0
bo’ness,others,81.0,93.0,82.0,94.0,1.8,1.1,-9.0,81.0,53.0,71.0,58.0,249.0,36.0,385.0,520.0,450.0
kinlochleven,others,58.275862068965516,81.62068965517241,72.75,74.62068965517241,6.562068965517242,2.6689655172413795,1029.2068965517242,310.3448275862069,371.0,336.0,345.0,517.0,387.0,196.0,192.0,103.0
kingussie,1984-1991,54.54929577464789,83.80281690140845,57.111111111111114,77.15492957746478,9.694366197183099,4.532394366197183,1817.9577464788733,304.01408450704224,473.0,375.0,242.0,1446.0,357.0,73.0,79.0,108.0
crainlarich,before 1919,40.57692307692308,101.42307692307692,31.666666666666668,87.73076923076923,9.823076923076924,6.203846153846154,3635.653846153846,657.1153846153846,475.0,437.0,33.0,2030.0,95.0,32.0,19.0,14.0
crainlarich,1930-1949,40.57692307692308,101.42307692307692,37.0,87.73076923076923,9.823076923076924,6.203846153846154,3635.653846153846,657.1153846153846,475.0,437.0,33.0,1974.0,95.0,32.0,19.0,14.0
isle of south uist,1976-1983,59.26315789473684,91.57894736842105,65.5,85.61842105263158,6.113157894736842,3.9986842105263154,899.2105263157895,329.2105263157895,351.0,322.0,68.0,898.0,118.0,102.0,230.0,94.0
portree,1984-1991,58.72774869109948,86.89528795811518,53.470588235294116,81.71204188481676,5.49109947643979,3.0089005235602095,983.3717277486911,292.08376963350787,315.0,330.0,140.0,1603.0,200.0,165.0,207.0,115.0
longniddry,2003-2007,74.85221674876847,86.10837438423646,70.75,86.21674876847291,3.100985221674877,1.323152709359606,424.3152709359606,109.19704433497537,118.0,97.0,161.0,604.0,110.0,352.0,362.0,359.0
galashiels,1976-1983,67.57430340557275,80.1842105263158,72.7,78.6439628482972,3.954489164086687,1.545201238390093,664.0820433436533,101.45201238390094,196.0,215.0,385.0,520.0,319.0,318.0,286.0,392.0
bridge of weir,2003-2007,65.23577235772358,80.6178861788618,73.8,78.45528455284553,5.071544715447154,2.1325203252032523,778.0,90.7560975609756,285.0,249.0,377.0,477.0,325.0,245.0,254.0,423.0
mauchline,1976-1983,62.84403669724771,82.44495412844037,55.0,79.07798165137615,4.798165137614679,2.2504587155963303,697.2247706422019,145.0183486238532,265.0,280.0,310.0,1553.0,306.0,231.0,273.0,289.0
beith,1992-1998,60.93478260869565,80.72463768115942,69.5,78.02173913043478,5.363043478260869,2.497826086956522,902.5434782608696,181.2608695652174,309.0,302.0,374.0,658.0,332.0,208.0,229.0,241.0
cowdenbeath,1999-2002,71.09189189189189,82.76216216216216,71.14285714285714,81.95135135135135,3.5745945945945943,1.432972972972973,405.93243243243245,95.74864864864865,164.0,146.0,291.0,589.0,193.0,334.0,369.0,408.0
biggar,2003-2007,62.721485411140584,84.88063660477454,70.92307692307692,82.76392572944297,6.255437665782494,3.0384615384615383,1248.684350132626,199.79840848806367,359.0,284.0,201.0,594.0,170.0,164.0,146.0,216.0
musselburgh,2008 onwards,72.0925925925926,83.01559454191033,78.22222222222223,82.00584795321637,3.010818713450292,1.2196881091617935,387.9327485380117,106.34210526315789,113.0,123.0,281.0,341.0,191.0,369.0,387.0,375.0
lochgelly,1992-1998,73.64869565217391,84.57565217391304,64.1,84.51130434782608,3.171130434782609,1.3335652173913042,331.4713043478261,86.68695652173913,123.0,110.0,214.0,1008.0,129.0,348.0,416.0,436.0
longniddry,others,74.85221674876847,86.10837438423646,89.77884615384616,86.21674876847291,3.100985221674877,1.323152709359606,424.3152709359606,109.19704433497537,118.0,97.0,161.0,47.0,110.0,352.0,362.0,359.0
brora,1984-1991,47.06521739130435,83.04347826086956,36.5,70.6086956521739,8.839130434782609,4.434782608695652,1814.2826086956522,371.3478260869565,444.0,415.0,277.0,1980.0,412.0,80.0,81.0,67.0
thurso,2003-2007,61.57017543859649,83.78362573099415,73.05882352941177,79.08187134502924,5.522222222222222,2.6646198830409356,857.7719298245614,249.50877192982455,318.0,295.0,245.0,504.0,305.0,199.0,239.0,161.0
polbeth,others,88.19047619047619,89.19047619047619,89.71428571428571,91.57142857142857,1.2714285714285714,0.19047619047619047,-0.42857142857142855,87.57142857142857,20.0,27.0,108.0,50.0,55.0,455.0,498.0,432.0
auchinleck,others,88.19047619047619,89.57142857142857,89.47619047619048,91.42857142857143,1.1666666666666667,0.1761904761904762,0.0,82.57142857142857,16.0,27.0,102.0,52.0,57.0,459.0,496.0,445.0
bo'ness,1992-1998,67.8800959232614,81.22062350119904,68.5,79.78896882494004,3.4215827338129494,1.466187050359712,472.41726618705036,102.62589928057554,144.0,208.0,359.0,714.0,283.0,326.0,348.0,389.0
millport,others,48.86363636363637,74.3409090909091,89.0,64.63636363636364,5.8522727272727275,2.3261363636363637,1662.375,230.48863636363637,333.0,409.0,424.0,65.0,419.0,222.0,96.0,179.0
bonar bridge,before 1919,35.0,92.5,23.5,76.0,13.8,9.6,3831.0,376.5,490.0,443.0,60.0,2058.0,371.0,8.0,14.0,65.0
kilwinning,others,69.08208955223881,83.80597014925372,90.6,82.56965174129353,3.4766169154228854,1.671641791044776,396.85074626865674,115.83582089552239,153.0,187.0,241.0,27.0,174.0,299.0,379.0,346.0
berriedale,before 1919,52.285714285714285,101.71428571428571,77.25,104.57142857142857,5.3,4.3,1098.0,202.71428571428572,305.0,387.0,32.0,374.0,15.0,90.0,171.0,212.0
kelty,2008 onwards,69.1907514450867,81.91907514450867,74.625,80.78034682080924,3.9520231213872834,1.5260115606936415,391.9248554913295,108.97109826589596,195.0,183.0,330.0,455.0,245.0,322.0,382.0,362.0
arbroath,1919-1929,68.385,83.269,59.333333333333336,80.936,3.9133,1.7727,593.442,141.363,193.0,199.0,268.0,1331.0,238.0,290.0,306.0,298.0
penicuik,1919-1929,71.0,82.96026490066225,60.111111111111114,81.59933774834437,3.9036423841059604,1.4533112582781456,353.18046357615896,109.17218543046357,192.0,150.0,284.0,1281.0,206.0,330.0,407.0,360.0
spean bridge,1999-2002,68.76315789473684,86.78947368421052,58.833333333333336,80.8157894736842,5.868421052631579,2.2078947368421056,453.55263157894734,190.89473684210526,337.0,193.0,142.0,1353.0,244.0,236.0,356.0,225.0
orkney,1976-1983,59.82766439909297,93.51927437641723,48.85,86.51700680272108,6.9800453514739225,4.3678004535147394,1172.2789115646258,319.00680272108843,384.0,318.0,56.0,1757.0,107.0,85.0,156.0,99.0
banff,2003-2007,64.37677725118483,86.44312796208531,75.5,83.53554502369668,5.18436018957346,2.890758293838863,1082.6232227488151,189.04265402843603,297.0,261.0,150.0,428.0,143.0,176.0,176.0,228.0
aboyne,1976-1983,65.2648401826484,85.47488584474885,61.68,77.3607305936073,6.466666666666667,2.942922374429224,1104.958904109589,236.97260273972603,364.0,248.0,183.0,1179.0,352.0,171.0,168.0,173.0
inverkip,1984-1991,70.63291139240506,83.53164556962025,77.0,81.44303797468355,3.4582278481012656,1.239240506329114,414.30379746835445,156.49367088607596,151.0,158.0,252.0,382.0,212.0,365.0,364.0,272.0
killin,1992-1998,51.853658536585364,84.8780487804878,68.33333333333333,80.65853658536585,8.909756097560976,4.514634146341463,1952.4146341463415,263.1951219512195,447.0,392.0,202.0,727.0,247.0,75.0,66.0,142.0
isle of north uist,2008 onwards,55.08163265306123,96.53061224489795,70.5,89.3061224489796,6.014285714285714,4.538775510204082,1045.3469387755101,399.61224489795916,346.0,368.0,41.0,617.0,82.0,72.0,186.0,54.0
biggar,1999-2002,62.721485411140584,84.88063660477454,62.666666666666664,82.76392572944297,6.255437665782494,3.0384615384615383,1248.684350132626,199.79840848806367,359.0,284.0,201.0,1117.0,170.0,164.0,146.0,216.0
kyle,others,49.310810810810814,85.27027027027027,81.0,76.52702702702703,9.025675675675675,4.914864864864865,1828.8243243243244,319.6621621621622,453.0,406.0,189.0,271.0,365.0,62.0,76.0,98.0
fife,before 1919,84.01010101010101,88.67676767676768,73.3,90.01010101010101,1.8323232323232324,0.5868686868686869,48.96969696969697,77.12121212121212,54.0,56.0,115.0,494.0,75.0,422.0,479.0,457.0
aberdeenshire,1919-1929,73.72727272727273,92.0,51.0,90.0909090909091,4.940909090909091,2.709090909090909,622.9090909090909,189.95454545454547,275.0,107.0,64.0,1696.0,74.0,189.0,299.0,227.0
currie,before 1919,68.45370370370371,83.05555555555556,54.0,80.53703703703704,4.447222222222222,1.8175925925925926,470.80555555555554,143.27777777777777,239.0,196.0,276.0,1588.0,250.0,286.0,350.0,294.0
western isles,others,95.0,110.0,96.0,109.0,1.0,2.1,0.0,282.0,8.0,7.0,13.0,8.0,9.0,249.0,496.0,126.0
kemnay,before 1919,79.5,85.25,67.0,85.75,2.375,0.625,41.25,59.25,79.0,80.0,190.0,801.0,115.0,418.0,481.0,474.0
darvel,1965-1975,65.18627450980392,80.65686274509804,57.916666666666664,79.15686274509804,4.795098039215686,1.969607843137255,680.7941176470588,107.91176470588235,264.0,250.0,375.0,1401.0,303.0,266.0,281.0,364.0
